Группа,Период,Показатель,Подразделение
О-02.04. Террасная доска,2022-03-31 23:59:59,0.9352,"Краснодар, Ростовское шоссе, 26/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,30.266749,"Адлер, Гастелло, 30А"
О-02.01. Вагонка,2022-03-31 23:59:59,7.484512,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.04. Террасная доска,2022-03-31 23:59:59,6.489504,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.04. Террасная доска,2022-03-31 23:59:59,35.137877,"Краснодар, Тополиная, 27/1"
С-02. КРЕПЕЖ,2022-03-31 23:59:59,494518.38,"Краснодар, Тополиная, 27/1"
О-01.01. Фанера ФК,2022-03-31 23:59:59,24.604131,"Симферополь, Внешняя, 28 А"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,0.424956,"Симферополь, Внешняя, 28 А"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,0.647098,"Севастополь, Камышовое шоссе, 25"
О-01.08. ЛДСП,2022-03-31 23:59:59,0.24156,"Адлер, Гастелло, 30А"
С-02. КРЕПЕЖ,2022-03-31 23:59:59,82961.74,"Адлер, Гастелло, 30А"
О-02.04. Террасная доска,2022-03-31 23:59:59,0.50544,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.02. Клееный брус,2022-03-31 23:59:59,0.1536,"Симферополь, Внешняя, 28 А"
О-03.03. Мебельный щит и подоконная доска,2022-03-31 23:59:59,1.43424,"Симферополь, Генерала Васильева, 23А"
О-03.02. Клееный брус,2022-03-31 23:59:59,0.2788,"Севастополь, Камышовое шоссе, 25"
О-01.03. Фанера ФСФ хвойная,2022-03-31 23:59:59,5.518953,"Новороссийск, Гайдук, Новороссийское ш. 24А"
С-02. КРЕПЕЖ,2022-03-31 23:59:59,233142.0,"Сочи, Подгорная, 2 литЖ"
О-01.06. ДВП,2022-03-31 23:59:59,5.865466,"Севастополь, Камышовое шоссе, 25"
О-01.03. Фанера ФСФ хвойная,2022-03-31 23:59:59,0.66085,"Армавир, Дружба отделение 1 СНТ, 36"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,0.296179,"Пятигорск, Винсады, Черкесское шоссе"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,8.330087,"Краснодар, Тополиная, 27/1"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,12.60507,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.01. Вагонка,2022-03-31 23:59:59,19.454328,"Симферополь, Внешняя, 28 А"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,418147.0,"Севастополь, Камышовое шоссе, 25"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-03-31 23:59:59,0.414,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,2.869761,"Симферополь, Генерала Васильева, 23А"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,15.154073,"Сочи, Подгорная, 2 литЖ"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,1.716224,"Симферополь, Генерала Васильева, 23А"
О-02.06. Круглый погонаж ель/сосна,2022-03-31 23:59:59,0.01181,"Армавир, Дружба отделение 1 СНТ, 36"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,50966.0,"Симферополь, Генерала Васильева, 23А"
О-02.07.01. Брус строганый ,2022-03-31 23:59:59,5.6564,"Краснодар, Тополиная, 27/1"
О-02.01. Вагонка,2022-03-31 23:59:59,118.82778,"Краснодар, Ростовское шоссе, 26/1"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-03-31 23:59:59,0.086313,"Краснодар, Тополиная, 27/1"
О-02.03. Доска пола,2022-03-31 23:59:59,0.294336,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.08. ЛДСП,2022-03-31 23:59:59,4.521336,"Краснодар, Тополиная, 27/1"
О-02.03. Доска пола,2022-03-31 23:59:59,1.888272,"Симферополь, Внешняя, 28 А"
С-02. КРЕПЕЖ,2022-03-31 23:59:59,26922.0,"Краснодар, ст-ца Елизаветинская, Степная, 252"
О-01.06. ДВП,2022-03-31 23:59:59,2.854839,"Адлер, Гастелло, 30А"
О-01.06. ДВП,2022-03-31 23:59:59,8.487382,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-03-31 23:59:59,2.793106,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-03-31 23:59:59,0.3504,"Пятигорск, Винсады, Черкесское шоссе"
О-01.07. ДСП,2022-03-31 23:59:59,3.056208,"Севастополь, Камышовое шоссе, 25"
О-02.05. Планкен ,2022-03-31 23:59:59,0.5796,"Пятигорск, Винсады, Черкесское шоссе"
О-01.09. МДФ,2022-03-31 23:59:59,5.490075,"Сочи, Подгорная, 2 литЖ"
О-01.04. Фанера ФЛФ (ламинированная),2022-03-31 23:59:59,0.116095,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-03.02. Клееный брус,2022-03-31 23:59:59,4.3958,"Адлер, Гастелло, 30А"
О-02.05. Планкен ,2022-03-31 23:59:59,23.72492,"Краснодар, Тополиная, 27/1"
О-01.04. Фанера ФЛФ (ламинированная),2022-03-31 23:59:59,8.363009,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.02. Фанера ФСФ береза,2022-03-31 23:59:59,7.286168,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.01. Вагонка,2022-03-31 23:59:59,68.579501,"Краснодар, Тополиная, 27/1"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-03-31 23:59:59,0.201096,"Сочи, Подгорная, 2 литЖ"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,0.5976,"Симферополь, Генерала Васильева, 23А"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-03-31 23:59:59,0.02016,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.06. Доска обрезная сухая ,2022-03-31 23:59:59,0.612718,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-03.03. Мебельный щит и подоконная доска,2022-03-31 23:59:59,2.38896,"Пятигорск, Винсады, Черкесское шоссе"
О-02.01. Вагонка,2022-03-31 23:59:59,9.574286,"Армавир, Дружба отделение 1 СНТ, 36"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-03-31 23:59:59,3220.0,"Севастополь, Камышовое шоссе, 25"
О-01.03. Фанера ФСФ хвойная,2022-03-31 23:59:59,15.824576,"Краснодар, Тополиная, 27/1"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,3.760519,"Сочи, Подгорная, 2 литЖ"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-03-31 23:59:59,1.6152,"Адлер, Гастелло, 30А"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,226397.78,"Сочи, Подгорная, 2 литЖ"
О-01.04. Фанера ФЛФ (ламинированная),2022-03-31 23:59:59,16.048464,"Севастополь, Камышовое шоссе, 25"
О-01.09. МДФ,2022-03-31 23:59:59,1.829013,"Адлер, Гастелло, 30А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,0.984199,"Адлер, Гастелло, 30А"
С-07. СИСТЕМЫ ХРАНЕНИЯ,2022-03-31 23:59:59,0.1886,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-03-31 23:59:59,3.072692,"Краснодар, Тополиная, 27/1"
О-03.02. Клееный брус,2022-03-31 23:59:59,19.3242,"Краснодар, Ростовское шоссе, 26/1"
О-01.09. МДФ,2022-03-31 23:59:59,4.464468,"Симферополь, Генерала Васильева, 23А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,1.207432,"Новороссийск, Гайдук, Новороссийское ш. 24А"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,30.729381,"Краснодар, Ростовское шоссе, 26/1"
О-01.06. ДВП,2022-03-31 23:59:59,2.438772,"Симферополь, Генерала Васильева, 23А"
О-02.04. Террасная доска,2022-03-31 23:59:59,1.8144,"Пятигорск, Винсады, Черкесское шоссе"
О-01.03. Фанера ФСФ хвойная,2022-03-31 23:59:59,2.476678,"Пятигорск, Винсады, Черкесское шоссе"
О-01.09. МДФ,2022-04-30 23:59:59,2.250141,"Сочи, Подгорная, 2 литЖ"
О-02.04. Террасная доска,2022-04-30 23:59:59,0.4032,"Симферополь, Внешняя, 28 А"
О-02.04. Террасная доска,2022-04-30 23:59:59,3.27922,"Пятигорск, Винсады, Черкесское шоссе"
"О-02.02. Имитация бруса, Блок - Хаус",2022-04-30 23:59:59,24.6432,"Краснодар, Ростовское шоссе, 26/1"
С-03. ИЗДЕЛИЯ,2022-04-30 23:59:59,2136.0,"Краснодар, Тополиная, 27/1"
С-02. КРЕПЕЖ,2022-04-30 23:59:59,9650.0,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-04-30 23:59:59,7.355696,"Адлер, Гастелло, 30А"
О-02.07.04. Доска Строганая,2022-04-30 23:59:59,12.54627,"Краснодар, Ростовское шоссе, 26/1"
О-01.07. ДСП,2022-04-30 23:59:59,1.0532,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.06. ДВП,2022-04-30 23:59:59,10.807554,"Пятигорск, Винсады, Черкесское шоссе"
О-02.01. Вагонка,2022-04-30 23:59:59,3.354628,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.01. Дверная коробка сосна,2022-04-30 23:59:59,0.11172,"Сочи, Подгорная, 2 литЖ"
О-02.07.06. Доска обрезная сухая ,2022-04-30 23:59:59,5.815602,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.02. Фанера ФСФ береза,2022-04-30 23:59:59,16.325118,"Севастополь, Камышовое шоссе, 25"
О-03.02. Клееный брус,2022-04-30 23:59:59,0.6132,"Новороссийск, Гайдук, Новороссийское ш. 24А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-04-30 23:59:59,0.491933,"Симферополь, Генерала Васильева, 23А"
О-01.02. Фанера ФСФ береза,2022-04-30 23:59:59,116.513519,"Краснодар, Тополиная, 27/1"
"О-05. БАНИ, САУНЫ",2022-04-30 23:59:59,2.907696,"Краснодар, Ростовское шоссе, 26/1"
С-02. КРЕПЕЖ,2022-04-30 23:59:59,158095.0,"Адлер, Гастелло, 30А"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-04-30 23:59:59,0.1704,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.07. ДСП,2022-04-30 23:59:59,0.741888,"Симферополь, Генерала Васильева, 23А"
О-01.06. ДВП,2022-04-30 23:59:59,8.370828,"Сочи, Подгорная, 2 литЖ"
О-02.07.01. Брус строганый ,2022-04-30 23:59:59,0.8232,"Сочи, Подгорная, 2 литЖ"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-04-30 23:59:59,508774.27,"Сочи, Подгорная, 2 литЖ"
О-01.07. ДСП,2022-04-30 23:59:59,0.168,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.05. OSB,2022-04-30 23:59:59,43.791319,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-04-30 23:59:59,13.204891,"Адлер, Гастелло, 30А"
О-01.04. Фанера ФЛФ (ламинированная),2022-04-30 23:59:59,127.619444,"Краснодар, Тополиная, 27/1"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-04-30 23:59:59,1437.0,"Севастополь, Камышовое шоссе, 25"
О-01.01. Фанера ФК,2022-04-30 23:59:59,49.812567,"Краснодар, Ростовское шоссе, 26/1"
О-03.03. Мебельный щит и подоконная доска,2022-04-30 23:59:59,0.68164,"Симферополь, Генерала Васильева, 23А"
О-01.05. OSB,2022-04-30 23:59:59,35.34576,"Пятигорск, Винсады, Черкесское шоссе"
О-02.07.02. Рейка/ Брусок ,2022-04-30 23:59:59,17.511434,"Адлер, Гастелло, 30А"
О-02.07.02. Рейка/ Брусок ,2022-04-30 23:59:59,6.091318,"Пятигорск, Винсады, Черкесское шоссе"
О-03.03. Мебельный щит и подоконная доска,2022-04-30 23:59:59,8.97014,"Краснодар, Тополиная, 27/1"
О-02.04. Террасная доска,2022-04-30 23:59:59,3.03192,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.03. Доска пола,2022-04-30 23:59:59,0.24066,"Севастополь, Камышовое шоссе, 25"
"О-02.02. Имитация бруса, Блок - Хаус",2022-04-30 23:59:59,3.42942,"Пятигорск, Винсады, Черкесское шоссе"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-04-30 23:59:59,0.550752,"Севастополь, Камышовое шоссе, 25"
О-02.07.06. Доска обрезная сухая ,2022-04-30 23:59:59,39.518765,"Краснодар, Тополиная, 27/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-04-30 23:59:59,46.000552,"Краснодар, Тополиная, 27/1"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-04-30 23:59:59,10575.0,"Симферополь, Генерала Васильева, 23А"
О-01.04. Фанера ФЛФ (ламинированная),2022-04-30 23:59:59,2.768176,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-04-30 23:59:59,0.0192,"Армавир, Дружба отделение 1 СНТ, 36"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-04-30 23:59:59,0.38696,"Адлер, Гастелло, 30А"
